gene_id	abundance
P96716	76.6
P96717	7.12
P96718	13.2
P96719	36.2
P96720	245
P96721	278
P96722	42.1
P96723	190
P96724	8.75
P96725	4.66
P96726	4.17
P96727	0.695
P96728	2.75
P96729	147
P96736	7.2
P96737	0.43
P96738	3.39
P96739	11.1
P96740	470
P96741	111
P97027	1.56
P97028	10.6
P97029	36
P97030	8.29
P97032	12.8
P97247	113
Q00538	2.15
Q00758	4.12
Q00777	16.1
Q00828	36.7
Q01367	10.1
Q01368	4.44
Q01463	85
Q01464	188
Q01465	367
Q01466	212
Q01467	12.2
Q01620	114
Q01625	227
Q01960	6.66
Q02112	373
Q02113	104
Q02114	342
Q02115	237
Q02169	140
Q02170	0.962
Q02886	50.9
Q03221	29.4
Q03222	42
Q03223	1534
Q03224	193
Q03521	9.13
Q03522	177
Q03523	146
Q03524	5.5
Q04385	45.4
Q04777	95.4
Q04778	11.1
Q04789	79.9
Q04795	222
Q04796	772
Q04797	1278
Q04805	35.1
Q04809	4.61
Q04810	29.6
Q04811	10
Q05470	9.12
Q05522	19.6
Q05852	674
Q05865	17
Q05873	250
Q06004	7.48
Q06320	1.37
Q06750	69.5
Q06752	156
Q06753	60.5
Q06754	33.5
Q06755	16.7
Q06756	197
Q06795	657
Q06796	4152
Q06797	4838
Q06798	95.2
Q06799	64.2
Q07428	99.2
Q07429	2.93
Q07683	3.31
Q07833	425
Q07835	3.17
Q07836	434
Q07867	19.2
Q07868	97.5
Q07876	77.6
Q08310	9.66
Q08311	24.6
Q08312	6.2
Q08313	4.61
Q08352	961
Q08429	123
Q08430	10.8
Q08432	59.4
Q08787	493
Q08788	133
Q08791	11.5
Q08792	4.97
Q08793	25.1
Q08794	1.89
Q45056	3.39
Q45057	6.97
Q45058	15.7
Q45060	3.42
Q45061	87.5
Q45062	33
Q45063	333
Q45064	113
Q45065	600
Q45066	38.5
Q45067	6.28
Q45068	39.6
Q45069	8.61
Q45070	95.3
Q45071	17
Q45460	72.3
Q45461	8.83
Q45462	12.4
Q45477	496
Q45478	1.9
Q45479	15.7
Q45480	113
Q45493	198
Q45494	78.6
Q45495	527
Q45497	344
Q45498	187
Q45499	103
Q45500	6.17
Q45514	18.2
Q45535	4.88
Q45536	8.87
Q45537	0.112
Q45538	7.81
Q45539	7.38
Q45544	3.82
Q45549	120
Q45577	119
Q45581	3.47
Q45582	29.1
Q45583	2.54
Q45584	13.3
Q45585	139
Q45588	64.8
Q45589	53.6
Q45591	5.06
Q45592	102
Q45593	159
Q45594	5.13
Q45595	28.4
Q45596	230
Q45597	38.5
Q45598	80.5
Q45599	65.4
Q45600	62.9
Q45601	65.3
Q45603	3.4
Q45604	25.3
Q45606	8.65
Q45607	6.36
Q45612	30.9
Q45614	44.4
Q45666	21.3
Q59192	42
Q59HN7	7.26
Q5BU39	5.04
Q794W0	42.5
Q795J3	8.97
Q795K2	5.34
Q795M6	73.4
Q795Q5	202
Q795R2	4.91
Q795R8	14.1
Q795U4	363
Q795Y4	8.22
Q796A8	12.6
Q796C3	5.4
Q796K8	49.9
Q796P5	4.6
Q796Q1	1.82
Q796Q6	6
Q796S4	7.29
Q796V8	11.9
Q796Y5	4.14
Q796Y8	501
Q796Z1	77.9
Q797A7	32.9
Q797B3	250
Q797E3	2.74
Q797E6	78.4
Q797S1	24.9
Q79F14	115
Q7BVT7	428
Q7PC63	12.4
Q7WY56	2.67
Q7WY58	5.98
Q7WY59	18.1
Q7WY60	1.28
Q7WY61	100
Q7WY62	15.8
Q7WY64	2.18
Q7WY66	15.7
Q7WY67	5.93
Q7WY68	1.99
Q7WY69	6.12
Q7WY71	13.2
Q7WY72	128
Q7WY73	0.837
Q7WY74	40.5
Q7WY75	2.83
Q7WY76	73.2
Q7WY77	91.5
Q7WY78	34.7
Q99027	16.8
Q99039	16.3
Q99163	4.3
Q99171	7.11
Q9JMQ1	12.7
Q9JMQ2	69.8
Q9K2S2	13.1
Q9KWU4	725
Q9KWZ1	476
Q9R9H8	7.62
Q9R9I1	49.3
